"","type","airTemperature_K","processTemperature_K","rotationalSpeed_rpm","torque_nm","toolWear_min","target"
"593","H",297.5,309.5,1668,27.9,240,0
"594","L",297.5,309.6,1312,50.7,0,0
"595","H",297.6,309.6,1278,50.4,2,0
"596","M",297.6,309.6,1330,53.1,7,0
"597","M",297.6,309.6,1530,37.3,10,0
"598","H",297.6,309.6,1428,46.6,13,0
"599","L",297.7,309.6,1480,47.9,18,0
"600","H",297.7,309.7,1616,31.1,20,0
"601","L",297.8,309.7,1547,37.3,25,0
"602","L",297.9,309.7,2194,16.8,27,0
"603","L",297.9,309.8,2000,21.3,29,0
"604","L",297.9,309.8,1336,71.6,31,1
"605","L",297.9,309.9,1542,33.8,33,0
"606","M",297.9,309.8,1693,29.9,35,0
"607","L",297.9,309.8,1461,50.5,38,0
"608","M",298,309.9,1565,33.9,40,0
"609","L",298,309.9,1403,47.7,43,0
"610","L",298.1,309.9,1629,32.5,45,0
"611","L",298.1,310,1534,33.7,47,0
"612","L",298.1,310,1553,40.9,49,0
"613","L",298.1,309.9,1563,32.8,51,0
"614","L",298.1,309.9,1634,30,53,0
"615","M",298,309.9,1445,45.2,55,0
"616","L",298.1,309.9,1642,30.4,58,0
"617","H",298.1,309.9,1686,29.1,60,0
"618","M",298.1,310,1393,43.1,65,0
"619","H",298.2,310,1433,44.2,68,0
"620","L",298.3,310,1507,44.7,73,0
"621","M",298.3,310.1,1389,49.6,75,0
"622","L",298.3,310.1,1408,45.3,78,0
"623","M",298.4,310.2,1725,32,80,0
"624","L",298.4,310.1,1926,23.7,83,0
"625","H",298.3,310.1,1509,37.6,85,0
"626","L",298.3,310.1,1545,36.3,90,0
"627","L",298.4,310.1,1533,35.2,92,0
"628","L",298.4,310.1,1455,42.2,94,0
"629","M",298.4,310.1,1335,57.8,96,0
"630","L",298.3,310.1,1523,45.9,99,0
"631","L",298.3,310,1460,47.6,101,0
"632","L",298.4,310,1554,37.3,103,0
"633","H",298.3,310,1419,47.1,105,0
"634","L",298.3,310,1442,43.9,110,0
"635","L",298.3,309.9,1507,41.6,112,0
"636","L",298.3,310,1858,23.9,114,0
"637","L",298.3,309.9,1463,43.9,116,0
"638","L",298.2,309.7,1585,37.4,118,0
"639","L",298,309.6,1536,37.3,120,0
"640","L",298,309.6,1403,51.3,122,0
"641","M",297.9,309.6,1515,38.8,124,0
"642","L",297.9,309.5,1390,47.9,127,0
"643","M",297.8,309.4,1226,58.7,129,0
"644","M",297.8,309.4,1495,36.5,132,0
"645","H",297.7,309.4,1608,30.2,135,0
"646","L",297.7,309.4,1392,44.1,140,0
"647","M",297.7,309.4,1461,43.7,142,0
"648","L",297.7,309.3,1559,36.9,145,0
"649","H",297.7,309.3,1400,48.9,147,0
"650","M",297.7,309.2,1732,28.8,152,0
"651","L",297.6,309.2,1611,33.1,155,0
"652","L",297.6,309.1,1503,38.9,157,0
"653","L",297.7,309.2,1391,44.5,159,0
"654","L",297.8,309.3,2015,20.1,161,0
"655","L",297.8,309.2,1683,30.9,163,0
"656","L",297.7,309.1,1435,38.8,165,0
"657","M",297.7,309.1,1732,28.1,167,0
"658","L",297.7,309.2,1365,58.6,170,0
"659","L",297.7,309.1,1562,36.8,172,0
"660","L",297.6,309.1,1449,49.1,174,0
"661","M",297.7,309.2,1700,27.4,176,0
"662","M",297.6,309,1427,45.6,179,0
"663","M",297.6,308.9,1479,38.1,182,0
"664","L",297.5,308.9,1469,44,185,0
"665","L",297.5,308.9,1390,47.4,187,0
"666","L",297.5,308.9,1729,28.1,189,0
"667","L",297.5,309,1470,43.5,191,0
"668","L",297.5,308.9,1459,48.5,193,0
"669","L",297.5,308.9,1738,24,195,0
"670","H",297.5,308.9,1471,37.7,197,0
"671","L",297.6,309,1822,25.4,202,0
"672","L",297.5,308.9,1554,34.8,204,0
"673","M",297.6,308.9,1433,43.2,206,0
"674","L",297.6,308.9,1449,47.7,209,0
"675","L",297.8,309,1456,41.2,0,0
"676","M",297.8,309.1,1424,45.5,2,0
"677","H",297.9,309.2,1577,34.7,5,0
"678","L",297.9,309.2,1478,39.7,10,0
"679","M",297.8,309.2,1295,61.2,12,0
"680","L",297.8,309.2,1372,47.3,15,0
"681","M",297.8,309.1,1432,42.6,17,0
"682","M",297.7,309,1656,33.2,20,0
"683","H",297.8,309,1410,48.8,23,0
"684","L",297.7,309,1874,24.4,28,0
"685","L",297.7,309,1538,43.2,30,0
"686","M",297.7,309,1636,29.7,32,0
"687","M",297.7,309,1504,40.4,35,0
"688","M",297.7,309,1531,42.4,38,0
"689","H",297.6,309,1735,26.4,41,0
"690","H",297.6,309,1354,55.6,46,0
"691","H",297.6,309,1413,40.2,51,0
"692","L",297.7,309.1,1563,39.3,56,0
"693","L",297.7,309.1,1479,42.1,58,0
"694","L",297.7,309.1,1477,38.3,60,0
"695","L",297.6,309.1,1394,50,62,0
"696","L",297.6,309,1487,45.4,64,0
"697","M",297.6,309,1815,25.3,66,0
"698","M",297.6,308.8,1453,39.7,69,0
"699","L",297.6,308.8,1539,40.2,72,0
"700","H",297.5,308.7,1416,39.2,74,0
"701","M",297.6,308.8,1683,31.6,79,0
"702","L",297.7,308.8,1515,40.1,82,0
"703","M",297.7,308.9,1531,48.3,84,0
"704","H",297.7,308.9,1479,40.9,87,0
"705","L",297.7,308.9,1516,33.7,92,0
"706","L",297.7,309,1507,38.2,94,0
"707","M",297.8,309,1434,43.3,96,0
"708","L",297.7,308.9,1838,27.3,99,0
"709","M",297.6,308.8,1416,45.9,101,0
"710","M",297.6,308.8,1357,49.7,104,0
"711","M",297.5,308.7,1697,28.1,107,0
"712","L",297.5,308.7,1443,46.2,110,0
"713","L",297.5,308.7,1453,37.6,112,0
"714","L",297.4,308.6,1439,46.4,114,0
"715","L",297.4,308.6,1609,36.2,116,0
"716","L",297.4,308.6,1324,59.1,118,0
"717","H",297.4,308.6,1420,45.8,120,0
"718","L",297.4,308.7,1545,36.9,125,0
"719","L",297.5,308.8,1477,39,127,0
"720","L",297.4,308.8,1447,58.1,129,0
"721","L",297.4,308.9,1809,23.8,131,0
"722","L",297.5,308.9,1696,30.9,133,0
"723","L",297.5,308.9,1427,44.7,135,0
"724","M",297.4,308.9,1500,46.3,137,0
"725","L",297.5,308.9,1390,44.6,140,0
"726","L",297.4,308.8,1640,34.2,142,0
"727","M",297.4,308.8,1628,37.4,144,0
"728","H",297.3,308.6,1499,37.6,147,0
"729","M",297.4,308.7,1425,50.3,152,0
"730","L",297.3,308.6,1586,37.7,155,0
"731","M",297.3,308.6,1471,50.7,157,0
"732","M",297.3,308.6,1431,53,160,0
"733","L",297.2,308.6,1924,22.1,163,0
"734","M",297.1,308.4,1421,42,165,0
"735","H",297,308.4,1305,54.6,168,0
"736","L",296.9,308.4,1557,32.4,173,0
"737","L",296.9,308.3,1555,38.2,175,0
"738","H",296.9,308.3,1474,39.2,177,0
"739","L",296.8,308.3,1506,45.9,182,0
"740","L",296.9,308.4,1390,41.8,184,0
"741","M",296.9,308.4,1450,46.9,186,0
"742","L",296.9,308.3,1513,38.8,189,0
"743","L",296.8,308.2,1643,34.7,191,0
"744","L",296.8,308.2,1361,53.8,193,0
"745","L",296.7,308.1,1450,40.9,195,0
"746","L",296.7,308,1451,50.7,197,0
"747","L",296.8,308.1,1289,62,199,1
"748","L",296.8,308.1,1356,48.3,201,0
"749","H",296.7,308.1,1528,46.3,203,0
"750","L",296.6,308,1978,22.3,208,0
"751","L",296.7,308,1535,36.8,210,0
"752","M",296.8,308.1,1843,24.2,212,0
"753","L",296.9,308.1,1422,48.7,215,0
"754","L",296.8,308,1536,40.4,217,0
"755","M",296.9,308.1,1483,44.3,219,0
"756","H",296.8,308.1,1492,43.7,222,0
"757","L",296.8,308,1584,40.4,227,0
"758","L",296.9,308.1,1555,33.7,229,0
"759","L",296.8,308,1497,41.7,231,0
"760","M",296.7,307.8,1537,36.3,233,0
"761","L",296.7,307.8,1505,39.4,236,0
"762","L",296.7,307.8,1646,34.6,238,0
"763","M",296.7,307.8,1286,60.5,0,0
"764","L",296.7,307.8,1400,47.5,3,0
"765","L",296.8,307.9,1337,56.5,5,0
"766","L",296.9,308,1332,53.9,7,0
"767","L",296.8,308,1561,38.3,9,0
"768","L",296.9,308,1546,31.1,11,0
"769","L",296.9,308,1713,29.3,13,0
"770","L",296.9,308,1343,44.5,15,0
"771","L",296.8,308,1391,54.4,17,0
"772","H",296.8,308,1311,58.6,19,0
"773","H",296.8,308,1453,51,24,0
"774","L",296.8,308,1510,39.4,29,0
"775","L",296.8,307.9,1448,48.8,31,0
"776","L",296.7,307.8,1453,46,33,0
"777","L",296.7,307.8,1468,39.2,35,0
"778","L",296.7,307.8,1382,47.5,37,0
"779","L",296.7,308,1580,32.2,39,0
"780","L",296.8,308,1666,29.8,41,0
"781","M",296.9,308,1409,50.7,43,0
"782","L",296.8,308,1675,29.7,46,0
"783","L",296.8,307.9,1698,30.8,48,0
"784","H",296.7,307.9,1579,33.4,50,0
"785","L",296.7,307.9,1743,27.9,55,0
"786","M",296.9,308,1497,44.8,57,0
"787","L",296.9,308.1,1741,28.8,60,0
"788","L",296.9,308.1,1435,45.3,62,0
"789","M",296.9,308.1,1440,46.3,64,0
"790","M",296.9,308,1641,33.3,67,0
"791","L",296.8,307.9,1420,45.4,70,0
"792","L",296.8,307.9,1611,35.4,72,0
"793","L",296.8,307.8,1373,42.9,74,0
"794","M",296.8,307.9,1683,31.8,76,0
"795","H",296.9,307.9,1547,32.6,79,0
"796","L",296.9,307.8,1605,37,84,0
"797","M",296.9,307.9,2010,18.9,86,0
"798","L",296.8,307.7,1565,40.1,89,0
"799","M",296.9,307.8,1828,24.6,91,0
"800","M",297,307.8,1579,34.1,94,0
"801","M",297,307.9,1882,24.2,97,0
"802","L",296.9,307.8,1285,52.1,100,0
"803","L",296.9,307.8,1571,35,102,0
"804","H",296.9,307.8,1549,37.8,104,0
"805","M",296.9,307.8,1544,37.6,109,0
"806","M",297,307.9,1412,47.4,112,0
"807","M",297,307.9,1422,53,115,0
"808","L",297,307.7,1867,22.8,118,0
"809","L",296.9,307.7,1424,43.3,120,0
"810","L",296.9,307.6,1452,45.7,122,0
"811","L",296.9,307.7,1550,39.7,124,0
"812","L",296.8,307.6,1588,37.6,126,0
"813","L",296.8,307.6,1338,44.4,128,0
"814","L",296.8,307.6,1513,40,130,0
"815","M",296.8,307.5,1470,45.9,132,0
"816","M",296.8,307.5,1516,36.7,135,0
"817","L",296.8,307.6,1434,48.3,138,0
"818","L",296.8,307.6,1368,52,140,0
"819","L",296.8,307.6,1304,48.7,142,0
"820","L",296.8,307.6,1398,46.7,144,0
"821","L",296.7,307.6,1516,37.4,146,0
"822","L",296.7,307.6,1474,41.7,148,0
"823","M",296.7,307.6,1547,34.7,150,0
"824","M",296.6,307.5,1482,39.9,153,0
"825","L",296.6,307.4,1436,42.8,156,0
"826","L",296.6,307.3,1474,40,158,0
"827","L",296.5,307.2,1481,38.2,160,0
"828","L",296.5,307.3,1501,42.1,162,0
"829","L",296.5,307.3,1566,37.2,164,0
"830","L",296.5,307.3,1579,34.5,166,0
"831","L",296.6,307.4,1631,35,168,0
"832","M",296.6,307.4,1544,42.3,170,0
"833","L",296.6,307.4,1521,38.6,173,0
"834","L",296.6,307.4,1616,28,175,0
"835","H",296.6,307.4,1333,50.2,177,0
"836","M",296.7,307.4,1533,32.5,182,0
"837","L",296.6,307.4,1368,45.1,185,0
"838","L",296.6,307.4,1465,47.8,187,0
"839","H",296.6,307.4,1406,41.5,189,0
"840","M",296.5,307.4,1565,43.5,194,0
"841","L",296.6,307.5,1582,37.9,197,0
"842","L",296.6,307.5,1439,45.5,199,0
"843","M",296.6,307.5,1566,35,201,0
"844","L",296.6,307.5,1485,42.7,204,0
"845","L",296.5,307.5,1566,35.1,206,0
"846","L",296.3,307.3,1439,41.5,208,0
"847","M",296.4,307.4,1416,50,210,0
"848","L",296.4,307.4,2833,5.6,213,1
"849","L",296.3,307.4,1465,47.1,215,0
"850","H",296.4,307.4,1586,35.5,0,0
"851","L",296.3,307.3,1567,31.4,5,0
"852","M",296.2,307.2,1389,48.6,7,0
"853","M",296.3,307.3,1368,49.5,10,0
"854","L",296.3,307.3,1444,49,13,0
"855","M",296.3,307.3,1498,41.6,15,0
"856","L",296.1,307.2,1615,30.8,18,0
"857","L",296.1,307.1,1898,22.7,20,0
"858","M",296.1,307.1,1350,53.3,22,0
"859","M",296.2,307,1516,37.6,25,0
"860","H",296.2,307,1542,40.6,28,0
"861","H",296.1,306.9,1541,32.6,33,0
"862","M",296.1,306.9,1951,23.3,38,0
"863","H",296.1,306.8,1645,31,41,0
"864","L",296,306.7,1416,44.2,46,0
"865","M",296,306.7,2044,22.3,48,0
"866","L",295.9,306.6,1414,50.2,51,0
"867","L",295.9,306.6,1678,26.7,53,0
"868","H",295.9,306.5,1594,33.2,55,0
"869","M",295.8,306.5,1514,37.7,60,0
"870","L",295.8,306.5,1358,49.2,63,0
"871","L",295.8,306.4,1325,56.2,65,0
"872","L",295.8,306.4,1339,53.2,67,0
"873","M",295.8,306.4,1335,51.7,69,0
"874","L",295.9,306.4,1892,21.7,72,0
"875","L",295.9,306.4,1575,28.5,74,0
"876","M",295.8,306.3,1444,45.5,76,0
"877","L",295.7,306.3,1915,22.4,79,0
"878","M",295.6,306.2,1584,33.6,81,0
"879","M",295.7,306.3,1685,34.9,84,0
"880","L",295.8,306.3,1337,54.6,87,0
"881","M",295.8,306.3,1235,76.2,89,1
"882","L",295.7,306.2,1464,46.2,92,0
"883","M",295.7,306.2,1739,25.9,94,0
"884","L",295.7,306.3,1490,34.3,97,0
"885","L",295.8,306.4,1356,48,99,0
"886","L",295.7,306.2,1397,52,101,0
"887","L",295.7,306.2,1458,40.6,103,0
"888","H",295.7,306.2,2161,16.5,105,0
"889","M",295.6,306.1,1651,28.1,110,0
"890","L",295.6,306.1,1389,46.2,113,0
"891","L",295.6,306,1370,52.4,115,0
"892","L",295.7,306.1,1408,47.9,117,0
"893","L",295.7,306.1,1343,54.4,119,0
"894","M",295.7,306.2,1423,42.5,121,0
"895","L",295.6,306.2,1426,48.6,124,0
"896","M",295.6,306.2,1435,51.6,126,0
"897","L",295.5,306.1,1573,35.1,129,0
"898","L",295.6,306.2,1612,31.2,131,0
"899","L",295.6,306.2,1446,49.9,133,0
"900","H",295.6,306.2,1329,55.3,135,0
"901","L",295.6,306.2,1569,35.1,140,0
"902","H",295.6,306.1,1256,62.3,142,0
"903","L",295.6,306.1,1383,48.7,147,0
"904","L",295.7,306.2,2270,14.6,149,1
"905","H",295.7,306.2,1458,49.8,151,0
"906","L",295.6,306.1,1474,41.2,156,0
"907","M",295.6,306.1,1462,49.2,158,0
"908","M",295.6,306.1,1669,29,161,0
"909","M",295.5,306.1,1822,24.3,164,0
"910","L",295.5,306,1456,39.2,167,0
"911","L",295.5,306,1546,35.9,169,0
"912","M",295.6,306.1,1490,42.7,171,0
"913","L",295.6,306,1569,40.4,174,0
"914","L",295.5,306,1621,29.5,176,0
"915","M",295.4,305.9,1518,40.6,178,0
"916","M",295.4,305.8,1526,38.2,181,0
"917","M",295.3,305.8,1589,36.2,184,0
"918","L",295.3,305.7,1475,51,187,0
"919","M",295.3,305.7,1473,38.5,189,0
"920","L",295.4,305.8,1407,50.7,192,0
"921","M",295.5,305.9,1518,44.1,194,0
"922","H",295.5,305.9,1593,37.2,197,0
"923","M",295.5,305.9,1380,52.4,202,0
"924","M",295.5,306,1423,45.3,205,0
"925","L",295.5,306,1800,27.6,208,0
"926","H",295.6,306.1,1623,30.9,210,0
"927","L",295.6,306.1,1372,55.6,215,1
"928","H",295.6,306,1396,52.4,0,0
"929","L",295.6,306,1949,21.9,5,0
"930","L",295.6,306,1419,51.1,7,0
"931","M",295.5,305.9,1453,47.3,9,0
"932","L",295.5,305.9,1542,36.2,12,0
"933","L",295.6,306,1363,50,14,0
"934","L",295.5,306,1597,37.2,16,0
"935","M",295.5,306,1326,50.8,18,0
"936","M",295.5,306,1641,36.6,21,0
"937","M",295.6,306.1,1418,46.2,24,0
"938","L",295.6,306.2,1263,61.8,27,0
"939","L",295.6,306.2,1823,25.8,29,0
"940","L",295.5,306.1,1488,40.7,31,0
"941","L",295.6,306.2,1443,48.9,33,0
"942","L",295.6,306.2,1650,28.2,35,0
"943","M",295.7,306.3,1462,44.3,37,0
"944","M",295.6,306.2,1477,45,40,0
"945","M",295.7,306.3,1712,28.5,43,0
"946","M",295.7,306.3,1347,50.4,46,0
"947","L",295.6,306.2,1287,54.8,49,0
"948","L",295.6,306.2,1428,44.5,51,0
"949","M",295.6,306.3,1426,45.5,53,0
"950","L",295.6,306.3,1636,32.7,56,0
"951","L",295.6,306.2,1424,42.5,58,0
"952","H",295.6,306.3,1509,35.8,60,0
"953","L",295.5,306.2,1448,48.9,65,0
"954","L",295.5,306.1,1650,32.8,67,0
"955","H",295.6,306.2,1414,42.5,69,0
"956","L",295.6,306.3,1911,20.9,74,0
"957","H",295.6,306.2,1632,32.2,76,0
"958","M",295.7,306.4,1387,40.1,81,0
"959","L",295.8,306.4,1399,47.6,84,0
"960","L",295.8,306.5,1505,35.2,86,0
"961","L",295.8,306.5,1534,37.9,88,0
"962","L",295.8,306.5,1493,40.5,90,0
"963","M",295.8,306.6,1480,43.2,92,0
"964","L",295.8,306.6,1621,31.6,95,0
"965","L",295.7,306.5,1737,26.2,97,0
"966","L",295.8,306.6,1508,46.5,99,0
"967","M",295.8,306.5,1641,32.2,101,0
"968","M",295.9,306.6,1532,38.6,104,0
"969","L",295.9,306.7,1547,40.9,107,0
"970","L",295.9,306.6,1412,41,109,0
"971","L",295.8,306.5,1568,35.1,111,0
"972","L",295.9,306.6,1557,41.1,113,0
"973","L",295.8,306.6,1644,35.2,115,0
"974","L",295.9,306.6,1679,30.4,117,0
"975","L",296,306.6,1511,35.2,119,0
"976","M",296,306.6,1628,36.8,121,0
"977","M",296,306.6,1392,51.3,124,0
"978","L",296,306.7,1917,21,127,0
"979","M",296.2,306.8,1526,42.3,129,0
"980","L",296.2,306.8,1389,53.3,132,0
"981","L",296.1,306.7,1409,42.8,134,0
"982","L",296.2,306.8,1655,31.1,136,0
"983","L",296.2,306.9,1516,39.1,138,0
"984","L",296.2,306.9,1526,34.9,140,0
"985","L",296.3,307.1,1419,48.6,142,0
"986","L",296.4,307.2,1748,25.3,144,0
"987","H",296.4,307.1,1638,32.5,146,0
"988","M",296.3,307.1,1534,33.8,151,0
"989","H",296.3,307.1,1774,25.9,154,0
"990","M",296.2,307,2119,18.3,159,0
"991","L",296.2,307,1414,48.3,162,0
"992","M",296.1,307,1523,42,164,0
"993","L",296.1,307.1,1651,35.7,167,0
"994","M",296.1,307.1,1485,36,169,0
"995","M",296.2,307.2,1168,63.4,172,0
"996","L",296.3,307.3,1566,35.8,175,0
"997","M",296.3,307.2,1286,51.1,177,0
"998","M",296.3,307.2,1446,45.9,180,0
"999","M",296.4,307.2,2071,19.4,183,0
"1000","L",296.3,307.1,1560,33.2,186,0
"1001","L",296.3,307.1,1654,29.6,188,0
"1002","L",296.3,307.1,1662,32.9,190,0
"1003","L",296.3,307.2,1646,35,192,0
"1004","L",296.2,307.1,1444,46.7,194,0
"1005","H",296.3,307.2,1424,42,196,0
"1006","L",296.2,307.2,1382,52,201,0
"1007","L",296.2,307.1,1413,53.4,203,0
"1008","M",296.2,307.2,1633,31.1,0,0
"1009","L",296.2,307.1,1441,41.7,3,0
"1010","M",296.2,307.2,1385,44,5,0
"1011","M",296.2,307.2,1552,34.8,8,0
"1012","M",296.2,307.3,1451,42.8,11,0
"1013","M",296.1,307.1,1433,38.5,14,0
"1014","M",296.1,307.2,1619,29.7,17,0
"1015","L",296.2,307.2,1445,41.8,20,0
"1016","L",296.2,307.2,1356,43.6,22,0
"1017","M",296.3,307.2,1319,68.3,24,1
"1018","L",296.3,307.2,1637,31.6,27,0
"1019","L",296.3,307.2,1291,58.6,29,0
"1020","L",296.3,307.3,1398,52.7,31,0
"1021","L",296.3,307.3,1372,57.7,33,0
"1022","M",296.3,307.2,1454,42.5,35,0
"1023","L",296.2,307.2,1515,36.5,38,0
"1024","L",296.2,307.3,1881,24.3,40,0
"1025","L",296.2,307.3,1711,29.9,42,0
"1026","L",296.2,307.3,1475,37,44,0
"1027","L",296.4,307.4,1512,36.8,46,0
"1028","M",296.3,307.4,1335,50.5,48,0
"1029","L",296.3,307.4,1472,39.9,51,0
"1030","M",296.2,307.3,1477,35.2,53,0
"1031","L",296.3,307.4,1760,28.4,56,0
"1032","L",296.4,307.5,1549,36.1,58,0
"1033","L",296.3,307.4,1648,34,60,0
"1034","H",296.4,307.5,1556,38,62,0
"1035","M",296.3,307.4,1958,19.1,67,0
"1036","L",296.4,307.4,1403,48.4,70,0
"1037","M",296.4,307.5,1684,31.4,72,0
"1038","H",296.4,307.5,1596,35.1,75,0
"1039","L",296.6,307.6,1498,41.1,80,0
"1040","L",296.7,307.7,1524,36.8,82,0
"1041","L",296.7,307.7,1502,43.9,84,0
"1042","L",296.6,307.6,1809,25.1,86,0
"1043","L",296.6,307.6,1542,37.4,88,0
"1044","L",296.5,307.6,1431,45.2,90,0
"1045","L",296.5,307.6,1512,43.6,92,0
"1046","H",296.4,307.5,1403,52.8,94,0
"1047","L",296.4,307.5,1331,47.8,99,0
"1048","M",296.6,307.7,1474,52.6,101,0
"1049","L",296.5,307.6,1607,33.5,104,0
"1050","L",296.5,307.6,1415,44.2,106,0
"1051","L",296.6,307.6,1671,28.8,108,0
"1052","L",296.6,307.7,1556,37.7,110,0
"1053","L",296.7,307.7,1927,23.9,112,0
"1054","M",296.7,307.7,1597,32.1,114,0
"1055","H",296.8,307.8,1627,30.5,117,0
"1056","L",296.8,307.8,1480,39.4,122,0
"1057","L",296.8,307.8,1565,39.5,124,0
"1058","L",296.8,307.8,1573,36.4,126,0
"1059","L",296.7,307.8,1605,31.3,128,0
"1060","M",296.7,307.9,1874,21.3,130,0
"1061","H",296.7,307.9,1424,53.8,133,0
"1062","L",296.7,307.9,1420,50.1,138,0
"1063","L",296.8,307.9,1372,49,140,0
"1064","M",296.8,307.8,1664,32.8,142,0
"1065","M",296.8,307.9,1409,44.3,145,0
"1066","L",296.8,307.9,1718,25.2,148,0
"1067","M",296.9,307.8,1544,40.3,150,0
"1068","L",296.9,307.8,1466,45.7,153,0
"1069","L",296.8,307.8,1394,47.7,155,0
"1070","M",296.9,307.8,1840,24.6,157,0
"1071","M",296.9,307.8,1477,37.2,160,0
"1072","L",296.9,307.8,1425,49.1,163,0
"1073","M",297,307.9,1414,46.2,165,0
"1074","L",297,307.8,1414,47.5,168,0
"1075","L",297,307.9,1595,31.7,170,0
"1076","H",296.9,307.8,1345,54.5,172,0
"1077","L",296.9,307.7,1653,35.9,177,0
"1078","L",296.8,307.6,1547,36.5,179,0
"1079","H",296.9,307.7,1656,30.8,181,0
"1080","L",297,307.7,1731,28.5,186,0
"1081","L",297,307.8,1774,28,188,0
"1082","L",297,307.8,1521,40.2,190,0
"1083","H",297.1,307.9,1420,39.8,192,0
"1084","L",297,307.8,1683,32.3,197,0
"1085","M",297,307.7,1498,47.1,199,0
"1086","L",297,307.8,1385,56.4,202,1
"1087","L",297,307.9,1455,49,204,0
"1088","H",296.9,307.8,1549,35.8,206,1
"1089","M",296.9,307.8,1392,43.9,0,0
"1090","M",296.9,307.7,2008,17.5,3,0
"1091","L",296.9,307.7,1464,41.4,6,0
"1092","L",297,307.7,1447,46.4,8,0
"1093","M",296.9,307.6,1685,32,10,0
"1094","M",296.8,307.5,1443,39.2,13,0
"1095","L",296.9,307.5,1354,44.4,16,0
"1096","L",296.9,307.5,2721,9.3,18,1
"1097","L",297,307.6,1680,35.8,20,0
"1098","H",296.9,307.5,1397,48.3,22,0
"1099","M",296.9,307.4,1521,37.9,27,0
"1100","M",296.8,307.4,1472,43.9,30,0
"1101","H",296.8,307.5,1695,30,33,0
"1102","H",296.7,307.5,1607,33.6,38,0
"1103","L",296.8,307.5,1347,54.8,43,0
"1104","M",296.7,307.4,1540,38.7,45,0
"1105","L",296.6,307.4,1389,42.7,48,0
"1106","M",296.6,307.5,1734,27,50,0
"1107","L",296.7,307.6,1540,38.6,53,0
"1108","M",296.7,307.5,1515,42.1,55,0
"1109","L",296.6,307.4,1504,45.8,58,0
"1110","L",296.6,307.5,1557,35.1,60,0
"1111","L",296.5,307.4,1292,52.5,62,0
"1112","H",296.5,307.4,1432,49.2,64,0
"1113","M",296.5,307.4,1350,55.6,69,0
"1114","M",296.6,307.4,1790,25.8,72,0
"1115","H",296.4,307.3,1540,37.4,75,0
"1116","M",296.4,307.3,2077,19.1,80,0
"1117","L",296.4,307.3,1487,37.5,83,0
"1118","L",296.5,307.4,1523,40.7,85,0
"1119","L",296.5,307.5,1443,41.8,87,0
"1120","L",296.5,307.5,1340,59.1,89,0
"1121","H",296.6,307.7,1654,31,91,0
"1122","L",296.6,307.6,1459,40.2,96,0
"1123","L",296.5,307.6,1541,38.5,98,0
"1124","H",296.6,307.7,1386,62.3,100,1
"1125","M",296.7,307.8,1258,69,105,1
"1126","M",296.7,307.8,1375,51.4,108,0
"1127","L",296.8,307.9,1706,30.8,111,0
"1128","M",296.7,307.8,1672,32.4,113,0
"1129","M",296.8,307.9,1843,25.2,116,0
"1130","L",296.7,307.9,1690,29.6,119,0
"1131","L",296.8,307.9,1413,46.5,121,0
"1132","L",296.8,307.9,1489,33.4,123,0
"1133","L",296.8,307.9,1271,61.4,125,0
"1134","M",296.8,307.9,1418,47.9,127,0
"1135","M",296.9,307.8,1426,50.7,130,0
"1136","L",296.9,307.9,1535,39.2,133,0
"1137","L",296.9,307.8,1557,38.1,135,0
"1138","L",296.9,307.8,1653,29.7,137,0
"1139","L",296.9,307.9,1435,41.6,139,0
"1140","M",297,307.9,1569,33.3,141,0
"1141","M",296.9,307.9,1385,44.8,144,0
"1142","L",297,307.9,1635,31.6,147,0
"1143","L",296.9,307.9,1423,43.9,149,0
"1144","L",297,307.9,1479,39.2,151,0
"1145","L",297,307.9,1296,69.1,153,1
"1146","L",297,307.8,1553,33.3,155,0
"1147","L",297,307.9,1529,42.2,157,0
"1148","M",297.1,308,1690,25.6,159,0
"1149","L",297.1,308,1348,58,162,0
"1150","L",297.2,308.1,1446,38.5,164,0
"1151","L",297.1,307.9,1456,50,166,0
"1152","L",297,307.9,1350,47.7,168,0
"1153","L",297.1,307.9,1507,38.3,170,0
"1154","H",297,307.9,1448,45.6,172,0
"1155","L",296.9,307.9,1626,29.9,177,0
"1156","H",297,307.9,1846,27.3,179,0
"1157","H",297,307.8,1404,40.7,184,0
"1158","L",297,307.8,1583,37.2,189,0
"1159","L",297,307.9,1436,47.7,191,0
"1160","L",297,307.8,1609,35.6,193,0
"1161","H",297,307.7,1834,23.8,195,0
"1162","L",297,307.8,1316,61.2,200,1
"1163","L",296.9,307.8,1400,57.1,202,1
"1164","L",296.9,307.9,1367,47.1,204,0
"1165","L",297.1,308.1,1754,30.3,206,0
"1166","L",297.1,308.1,1487,34.6,208,0
"1167","M",297.1,308.1,1506,37.7,210,0
"1168","L",297,308.1,1362,52.5,213,1
"1169","L",297.1,308.1,1584,36.8,215,0
"1170","L",297,308.1,1355,43.7,217,0
"1171","M",297.1,308.1,1823,24.3,219,0
"1172","H",297,308.1,1517,41.4,222,0
"1173","L",297.1,308.1,1446,36.6,227,0
"1174","H",297.1,308,1559,38.8,229,0
"1175","M",297.1,308.1,1352,44.4,0,0
"1176","M",297.2,308.3,1578,37.8,3,0
"1177","M",297.2,308.3,1429,42,6,0
"1178","M",297.2,308.3,1604,39.4,9,0
"1179","L",297.3,308.5,1398,60.4,12,0
